poi_id,input_checkins,output_interactions,output_views,output_transactions,output_reviews,input_unique_users,output_unique_users,interaction_diff,user_diff
POI-ID-678658cf,2,2,1,1,0,1,1,0,0
POI-ID-fe23de5f,2,2,2,0,0,2,2,0,0
POI-ID-321490cf,1,1,1,0,0,1,1,0,0
POI-ID-109363bc,1,1,1,0,0,1,1,0,0
POI-ID-02e729ae,4,4,4,0,0,4,4,0,0
POI-ID-fc865152,64,64,42,14,8,37,37,0,0
POI-ID-cdd270a5,2,2,1,1,0,1,1,0,0
POI-ID-35b2110b,4,4,4,0,0,4,4,0,0
POI-ID-bc1a3bc0,75,75,44,18,13,36,36,0,0
POI-ID-af7950b7,6,6,5,1,0,5,5,0,0
POI-ID-2b495b32,18,18,14,3,1,14,14,0,0
POI-ID-6e9310c5,1,1,1,0,0,1,1,0,0
POI-ID-954f3d8d,14,14,12,2,0,12,12,0,0
POI-ID-9e031ce8,4,4,4,0,0,4,4,0,0
POI-ID-e0a767ac,3,3,2,1,0,2,2,0,0
POI-ID-055a033c,8,8,6,1,1,6,6,0,0
POI-ID-1b50eb01,45,45,29,10,6,22,22,0,0
POI-ID-78396570,1,1,1,0,0,1,1,0,0
POI-ID-fb3619a0,2,2,2,0,0,2,2,0,0
POI-ID-1d9cf552,34,34,24,8,2,21,21,0,0
POI-ID-60a35bcf,28,28,21,4,3,21,21,0,0
POI-ID-07e80116,11,11,8,2,1,7,7,0,0
POI-ID-a7bf33e3,4,4,4,0,0,4,4,0,0
POI-ID-a65bfd01,2,2,2,0,0,2,2,0,0
POI-ID-188740ed,9,9,6,3,0,6,6,0,0
POI-ID-b8f93d35,5,5,4,1,0,4,4,0,0
POI-ID-f9616c74,30,30,26,3,1,27,27,0,0
POI-ID-dd981d90,7,7,6,1,0,6,6,0,0
POI-ID-e763ff07,21,21,19,2,0,19,19,0,0
POI-ID-3160ac08,153,153,95,37,21,80,80,0,0
POI-ID-a6c9951a,7,7,7,0,0,7,7,0,0
POI-ID-5e4c6930,97,97,81,10,6,85,85,0,0
POI-ID-8c395312,52,52,39,9,4,40,40,0,0
POI-ID-8f935a3c,71,71,53,13,5,48,48,0,0
POI-ID-e76d1cfb,2,2,1,1,0,1,1,0,0
POI-ID-1982820b,14,14,11,3,0,11,11,0,0
POI-ID-42e61d03,4,4,4,0,0,4,4,0,0
POI-ID-c8f8cb33,1,1,1,0,0,1,1,0,0
POI-ID-1bc4b276,5,5,5,0,0,5,5,0,0
POI-ID-f60041aa,14,14,10,2,2,7,7,0,0
POI-ID-84dc8067,1,1,1,0,0,1,1,0,0
POI-ID-b158a3f5,3,3,3,0,0,3,3,0,0
POI-ID-4d40784f,2,2,2,0,0,2,2,0,0
POI-ID-58e15d43,2,2,2,0,0,2,2,0,0
POI-ID-661e17cf,5,5,5,0,0,5,5,0,0
POI-ID-67d44578,1,1,1,0,0,1,1,0,0
POI-ID-8d3feef4,1,1,1,0,0,1,1,0,0
POI-ID-d2c8e41e,1,1,1,0,0,1,1,0,0
POI-ID-37886ff5,3,3,3,0,0,3,3,0,0
POI-ID-f6e97252,31,31,25,6,0,25,25,0,0
POI-ID-559f2278,2,2,2,0,0,2,2,0,0
POI-ID-b11b4732,4,4,2,2,0,2,2,0,0
POI-ID-0e05dd5f,4,4,3,1,0,3,3,0,0
POI-ID-87a5cc2d,28,28,24,4,0,24,24,0,0
POI-ID-bc28d5fa,43,43,35,5,3,33,33,0,0
POI-ID-e65276f4,1,1,1,0,0,1,1,0,0
POI-ID-f208a37b,2,2,1,1,0,1,1,0,0
POI-ID-e0530502,1,1,1,0,0,1,1,0,0
POI-ID-95f52ec1,14,14,12,1,1,12,12,0,0
POI-ID-0781e655,34,34,26,6,2,21,21,0,0
POI-ID-da424e89,18,18,16,1,1,16,16,0,0
POI-ID-e0d64c5b,19,19,16,2,1,16,16,0,0
POI-ID-7431da89,29,29,22,5,2,22,22,0,0
POI-ID-a263f0dd,27,27,22,5,0,22,22,0,0
POI-ID-fcb32885,39,39,29,6,4,27,27,0,0
POI-ID-80f3fb34,9,9,8,1,0,8,8,0,0
POI-ID-b2f40a49,32,32,28,3,1,28,28,0,0
POI-ID-b260ca70,89,89,55,21,13,32,32,0,0
POI-ID-09cf91cb,3,3,2,1,0,2,2,0,0
POI-ID-03e2ef5a,3,3,3,0,0,3,3,0,0
POI-ID-bc1daeb4,11,11,11,0,0,11,11,0,0
POI-ID-c3235197,28,28,24,3,1,24,24,0,0
POI-ID-66fb7eb1,20,20,17,2,1,17,17,0,0
POI-ID-98c69fc7,24,24,20,3,1,18,18,0,0
POI-ID-191dd264,6,6,6,0,0,6,6,0,0
POI-ID-974c143b,5,5,5,0,0,5,5,0,0
POI-ID-0802ae21,3,3,3,0,0,3,3,0,0
POI-ID-5a18f844,24,24,21,2,1,21,21,0,0
POI-ID-c6bc1b95,11,11,11,0,0,11,11,0,0
POI-ID-d96be4a2,1,1,1,0,0,1,1,0,0
POI-ID-6f8200da,99,99,69,18,12,64,64,0,0
POI-ID-a39df56a,6,6,4,1,1,4,4,0,0
POI-ID-99294cd1,48,48,36,10,2,38,38,0,0
POI-ID-60f8361b,10,10,8,1,1,7,7,0,0
POI-ID-072c6d22,2,2,2,0,0,2,2,0,0
POI-ID-291e625a,1,1,1,0,0,1,1,0,0
POI-ID-fe0e05b2,1,1,1,0,0,1,1,0,0
POI-ID-ba36e81d,18,18,18,0,0,18,18,0,0
POI-ID-d5ca9657,15,15,13,2,0,13,13,0,0
POI-ID-3b312184,29,29,20,6,3,13,13,0,0
POI-ID-cfaf53ce,2,2,2,0,0,2,2,0,0
POI-ID-f4693a75,116,116,70,30,16,58,58,0,0
POI-ID-c86b3f27,10,10,8,2,0,8,8,0,0
POI-ID-ad2d4836,39,39,23,11,5,2,2,0,0
POI-ID-e4beab7d,14,14,7,4,3,6,6,0,0
POI-ID-24bdf84e,8,8,4,2,2,1,1,0,0
POI-ID-f6283fc2,156,156,126,24,6,124,124,0,0
POI-ID-7896a8f7,17,17,11,4,2,9,9,0,0
POI-ID-0faed2a6,24,24,20,2,2,16,16,0,0
POI-ID-88c946d0,43,43,31,11,1,30,30,0,0
POI-ID-0adee031,151,151,116,28,7,110,110,0,0
POI-ID-8a456e97,28,28,20,5,3,16,16,0,0
POI-ID-3ae80b93,60,60,52,6,2,49,49,0,0
POI-ID-fa518ca2,4,4,4,0,0,4,4,0,0
POI-ID-80364dca,88,88,54,22,12,20,20,0,0
POI-ID-22722092,17,17,10,5,2,1,1,0,0
POI-ID-9e51744c,5,5,3,1,1,3,3,0,0
POI-ID-2849cfe7,1,1,1,0,0,1,1,0,0
POI-ID-3143e7b3,1,1,1,0,0,1,1,0,0
POI-ID-cab4cc38,7,7,6,1,0,6,6,0,0
POI-ID-978f85f7,22,22,19,2,1,17,17,0,0
POI-ID-0aec4174,1,1,1,0,0,1,1,0,0
POI-ID-14d3be82,27,27,16,8,3,1,1,0,0
POI-ID-ca601b65,62,62,38,15,9,28,28,0,0
POI-ID-ac349e30,22,22,19,2,1,19,19,0,0
POI-ID-a9ed7ae3,28,28,18,7,3,4,4,0,0
POI-ID-124600f3,7,7,6,1,0,6,6,0,0
POI-ID-a5df160b,89,89,71,13,5,68,68,0,0
POI-ID-c967932c,21,21,16,3,2,11,11,0,0
POI-ID-04026ffd,11,11,8,2,1,9,9,0,0
POI-ID-05631e53,1,1,1,0,0,1,1,0,0
POI-ID-13c58ad9,4,4,2,1,1,2,2,0,0
POI-ID-bad0f72c,34,34,24,6,4,17,17,0,0
POI-ID-9b85e2ff,7,7,4,2,1,4,4,0,0
POI-ID-53f6b315,2,2,2,0,0,2,2,0,0
POI-ID-af44dec9,137,137,100,22,15,77,77,0,0
POI-ID-a3338917,3,3,2,1,0,2,2,0,0
POI-ID-21aaa360,23,23,20,3,0,20,20,0,0
POI-ID-99a27b52,10,10,8,1,1,7,7,0,0
POI-ID-117573b2,11,11,8,2,1,7,7,0,0
POI-ID-fad54a75,1,1,1,0,0,1,1,0,0
POI-ID-19504702,85,85,56,19,10,33,33,0,0
POI-ID-38fd5618,31,31,18,9,4,1,1,0,0
POI-ID-0e45cf1e,5,5,3,1,1,1,1,0,0
POI-ID-28dc91a3,3,3,1,1,1,1,1,0,0
POI-ID-efe233b7,28,28,22,4,2,22,22,0,0
POI-ID-13e22bd5,14,14,9,4,1,4,4,0,0
POI-ID-ed9d839e,13,13,11,1,1,11,11,0,0
POI-ID-587d8545,48,48,34,8,6,29,29,0,0
POI-ID-c95f65dd,11,11,9,1,1,7,7,0,0
POI-ID-6cdd9171,86,86,72,8,6,66,66,0,0
POI-ID-1242a6db,6,6,6,0,0,6,6,0,0
POI-ID-335f8ee8,17,17,15,1,1,15,15,0,0
POI-ID-8181c10a,70,70,57,9,4,53,53,0,0
POI-ID-2f29e509,117,117,87,19,11,80,80,0,0
POI-ID-293d7826,30,30,29,1,0,29,29,0,0
POI-ID-5b12b937,5,5,3,1,1,3,3,0,0
POI-ID-62c774e2,85,85,68,14,3,63,63,0,0
POI-ID-86d01586,49,49,39,8,2,39,39,0,0
POI-ID-bd412cd5,72,72,54,11,7,53,53,0,0
POI-ID-4fa0ea4c,1,1,1,0,0,1,1,0,0
POI-ID-caf434ca,26,26,20,6,0,20,20,0,0
POI-ID-c308aa61,5,5,5,0,0,5,5,0,0
POI-ID-b37a4f38,405,405,271,91,43,199,199,0,0
POI-ID-c52569d9,12,12,12,0,0,12,12,0,0
POI-ID-9124c29f,53,53,43,8,2,42,42,0,0
POI-ID-7fa9141f,25,25,22,3,0,22,22,0,0
POI-ID-e84d365e,10,10,9,1,0,9,9,0,0
POI-ID-bcbb2c90,37,37,24,9,4,21,21,0,0
POI-ID-30362669,32,32,29,2,1,27,27,0,0
POI-ID-1a2029d3,33,33,31,2,0,31,31,0,0
POI-ID-714f145a,55,55,41,9,5,39,39,0,0
POI-ID-0592cf66,4,4,4,0,0,4,4,0,0
POI-ID-22ed655a,1,1,1,0,0,1,1,0,0
POI-ID-08aa8c5b,1,1,1,0,0,1,1,0,0
POI-ID-c5b09f4a,6,6,5,0,1,6,6,0,0
POI-ID-b5e0f818,25,25,19,3,3,17,17,0,0
POI-ID-04be3f9c,17,17,11,4,2,4,4,0,0
POI-ID-23750163,7,7,7,0,0,7,7,0,0
POI-ID-f32ccca8,4,4,3,1,0,3,3,0,0
POI-ID-db1bed45,2,2,2,0,0,2,2,0,0
POI-ID-0a6d5f9c,29,29,19,6,4,14,14,0,0
POI-ID-03717c5b,8,8,6,1,1,4,4,0,0
POI-ID-9f6a2bcd,90,90,66,15,9,63,63,0,0
POI-ID-8c593168,41,41,26,10,5,25,25,0,0
POI-ID-ef5f1efc,13,13,9,3,1,8,8,0,0
POI-ID-33dd4cce,14,14,14,0,0,14,14,0,0
POI-ID-f3130cf7,10,10,10,0,0,10,10,0,0
POI-ID-c91b2068,8,8,7,1,0,8,8,0,0
POI-ID-6d705869,45,45,38,4,3,36,36,0,0
POI-ID-7e187ed7,14,14,12,2,0,13,13,0,0
POI-ID-a25f7e6d,3,3,3,0,0,3,3,0,0
POI-ID-961a8431,47,47,38,7,2,38,38,0,0
POI-ID-40082a9d,10,10,7,2,1,7,7,0,0
POI-ID-decdf654,129,129,112,13,4,111,111,0,0
POI-ID-92bcac3f,175,175,144,23,8,141,141,0,0
POI-ID-128500c0,5,5,5,0,0,5,5,0,0
POI-ID-cbb49379,57,57,50,6,1,50,50,0,0
POI-ID-6e7b1d92,58,58,41,13,4,35,35,0,0
POI-ID-eb70b135,9,9,8,1,0,8,8,0,0
POI-ID-65c5c470,35,35,25,7,3,19,19,0,0
POI-ID-d904b34f,21,21,13,5,3,3,3,0,0
POI-ID-54048f2d,30,30,21,6,3,17,17,0,0
POI-ID-45eab012,27,27,20,4,3,12,12,0,0
POI-ID-d4faa4f4,12,12,9,1,2,7,7,0,0
POI-ID-fdeb0d14,15,15,9,3,3,9,9,0,0
POI-ID-d8634afc,88,88,68,14,6,66,66,0,0
POI-ID-059d90ba,15,15,9,3,3,3,3,0,0
POI-ID-24034d2b,19,19,14,3,2,9,9,0,0
POI-ID-dd8294f9,3,3,3,0,0,3,3,0,0
POI-ID-f9cd85aa,1,1,1,0,0,1,1,0,0
POI-ID-250bbb31,6,6,5,1,0,5,5,0,0
POI-ID-b1b3e894,17,17,12,3,2,6,6,0,0
POI-ID-30d39060,7,7,5,2,0,5,5,0,0
POI-ID-3162293a,22,22,16,4,2,8,8,0,0
POI-ID-2d66a82c,10,10,7,2,1,5,5,0,0
POI-ID-00ff71d5,4,4,4,0,0,4,4,0,0
POI-ID-759bf584,40,40,29,7,4,17,17,0,0
POI-ID-944ffc5a,1,1,1,0,0,1,1,0,0
POI-ID-7f405474,38,38,29,6,3,20,20,0,0
POI-ID-1ddd2fd4,147,147,122,17,8,120,120,0,0
POI-ID-d9b2e84b,3,3,3,0,0,3,3,0,0
POI-ID-79988f08,22,22,18,2,2,19,19,0,0
POI-ID-2f6885c0,40,40,32,6,2,30,30,0,0
POI-ID-cd335739,19,19,14,3,2,9,9,0,0
POI-ID-41dd5389,8,8,4,2,2,2,2,0,0
POI-ID-f2c02a48,2,2,1,1,0,1,1,0,0
POI-ID-3879df4d,30,30,24,5,1,23,23,0,0
POI-ID-739b5e2d,70,70,54,10,6,52,52,0,0
POI-ID-b788fc36,11,11,8,2,1,7,7,0,0
POI-ID-5edcebbf,26,26,18,5,3,9,9,0,0
POI-ID-d4052068,24,24,18,5,1,15,15,0,0
POI-ID-7b77eccd,51,51,43,7,1,43,43,0,0
POI-ID-f0af168b,17,17,13,2,2,11,11,0,0
POI-ID-d7cdb9cb,66,66,47,12,7,43,43,0,0
POI-ID-4be29c4b,156,156,128,19,9,120,120,0,0
POI-ID-b26132b5,7,7,7,0,0,7,7,0,0
POI-ID-1e0cc270,1,1,1,0,0,1,1,0,0
POI-ID-819343ec,3,3,3,0,0,3,3,0,0
POI-ID-48794652,3,3,2,1,0,2,2,0,0
POI-ID-0c638e2b,46,46,39,5,2,39,39,0,0
POI-ID-61d5e5d2,71,71,49,16,6,46,46,0,0
POI-ID-e0c670e0,103,103,77,19,7,73,73,0,0
POI-ID-9b3cb804,24,24,17,4,3,15,15,0,0
POI-ID-c311f3d7,29,29,22,4,3,17,17,0,0
POI-ID-a27d72cf,30,30,26,2,2,23,23,0,0
POI-ID-addd3c1a,9,9,6,2,1,3,3,0,0
POI-ID-876bb2c6,32,32,26,4,2,27,27,0,0
POI-ID-1b4b1b26,78,78,62,13,3,62,62,0,0
POI-ID-853be00f,36,36,32,4,0,32,32,0,0
POI-ID-d84ef26a,6,6,4,1,1,5,5,0,0
POI-ID-43c5f377,14,14,11,1,2,9,9,0,0
POI-ID-1702cb30,46,46,43,3,0,44,44,0,0
POI-ID-9d0a9aa2,67,67,61,5,1,62,62,0,0
POI-ID-14a9c9a0,4,4,2,1,1,1,1,0,0
POI-ID-343479e1,1,1,1,0,0,1,1,0,0
POI-ID-2de923f4,11,11,11,0,0,11,11,0,0
POI-ID-732da732,1,1,1,0,0,1,1,0,0
POI-ID-745f365d,3,3,1,1,1,1,1,0,0
POI-ID-39832477,4,4,4,0,0,4,4,0,0
POI-ID-333a954b,1,1,1,0,0,1,1,0,0
POI-ID-3564995e,1,1,1,0,0,1,1,0,0
POI-ID-4e6e8ea1,89,89,74,12,3,73,73,0,0
POI-ID-e84777ed,29,29,21,6,2,16,16,0,0
POI-ID-002d8aea,13,13,12,1,0,12,12,0,0
POI-ID-f05a9c5c,29,29,25,4,0,26,26,0,0
POI-ID-1307e137,1,1,1,0,0,1,1,0,0
POI-ID-5caf55c5,425,424,302,89,33,293,292,-1,-1
POI-ID-4b11933a,15,15,12,3,0,12,12,0,0
POI-ID-c5e2150c,10,10,6,2,2,2,2,0,0
POI-ID-9b0511f8,21,21,15,3,3,15,15,0,0
POI-ID-af170bfa,1,1,1,0,0,1,1,0,0
POI-ID-5292ea68,4,4,2,1,1,2,2,0,0
POI-ID-ee6b2711,1,1,1,0,0,1,1,0,0
POI-ID-ae057f85,38,38,29,5,4,27,27,0,0
POI-ID-1a246cdd,14,14,13,1,0,13,13,0,0
POI-ID-6067dd15,61,61,47,11,3,46,46,0,0
POI-ID-967288ea,15,15,14,1,0,14,14,0,0
POI-ID-e3a792af,12,12,12,0,0,12,12,0,0
POI-ID-05468fac,11,11,9,1,1,8,8,0,0
POI-ID-34420517,27,27,22,4,1,22,22,0,0
POI-ID-40377301,24,24,22,1,1,22,22,0,0
POI-ID-fe14d8d2,9,8,7,1,0,8,7,-1,-1
POI-ID-972af887,37,37,34,2,1,34,34,0,0
POI-ID-bd2e5f23,28,28,27,1,0,27,27,0,0
POI-ID-d169a4c5,1,1,1,0,0,1,1,0,0
POI-ID-9e91438b,56,56,46,6,4,42,42,0,0
POI-ID-fe6f9096,94,94,66,21,7,62,62,0,0
POI-ID-866493db,30,30,26,4,0,26,26,0,0
POI-ID-05f7f125,2,2,1,1,0,1,1,0,0
POI-ID-a96d8f69,4,4,4,0,0,4,4,0,0
POI-ID-90d16939,6,6,6,0,0,6,6,0,0
POI-ID-eb5036b7,19,19,14,4,1,9,9,0,0
POI-ID-1e6c58fd,2,2,2,0,0,2,2,0,0
POI-ID-3989f606,93,93,78,10,5,78,78,0,0
POI-ID-fc2f48d2,5,5,5,0,0,5,5,0,0
POI-ID-2ab61cca,4,4,3,0,1,4,4,0,0
POI-ID-9884423a,17,17,16,1,0,16,16,0,0
POI-ID-54ab348c,2,2,2,0,0,2,2,0,0
POI-ID-8d0fb4d6,6,6,6,0,0,6,6,0,0
POI-ID-4b491f37,1,1,1,0,0,1,1,0,0
POI-ID-ac84e842,5,5,4,0,1,5,5,0,0
POI-ID-568c5e9f,61,61,51,9,1,51,51,0,0
POI-ID-58bc0af5,47,47,40,7,0,41,41,0,0
POI-ID-051885d0,78,78,51,16,11,36,36,0,0
POI-ID-654bd84a,65,65,55,7,3,56,56,0,0
POI-ID-35073f0d,57,57,42,9,6,38,38,0,0
POI-ID-184e6ebd,8,8,8,0,0,8,8,0,0
POI-ID-5bd2dd09,5,5,5,0,0,5,5,0,0
POI-ID-ea3a7f53,24,24,23,1,0,23,23,0,0
POI-ID-ef88a56e,18,18,15,2,1,15,15,0,0
POI-ID-94e66652,29,29,22,4,3,20,20,0,0
POI-ID-f58bf360,19,19,18,1,0,18,18,0,0
POI-ID-71678ab2,9,9,7,2,0,7,7,0,0
POI-ID-0d76cde0,35,35,29,5,1,28,28,0,0
POI-ID-a995bc88,10,10,10,0,0,10,10,0,0
POI-ID-16906e90,14,14,14,0,0,14,14,0,0
POI-ID-3614b725,1,1,1,0,0,1,1,0,0
POI-ID-08270caf,22,22,18,2,2,15,15,0,0
POI-ID-3bd3e83e,18,18,15,2,1,15,15,0,0
POI-ID-ed9d5be2,17,17,15,2,0,16,16,0,0
POI-ID-44fce832,1,1,1,0,0,1,1,0,0
POI-ID-f7b4e028,4,4,4,0,0,4,4,0,0
POI-ID-0266f3c7,5,5,5,0,0,5,5,0,0
POI-ID-2b371170,26,26,22,2,2,20,20,0,0
POI-ID-f44a6704,1,1,1,0,0,1,1,0,0
POI-ID-5357e636,7,7,6,1,0,6,6,0,0
POI-ID-77362787,12,12,11,1,0,11,11,0,0
POI-ID-8f63946b,27,27,18,5,4,15,15,0,0
POI-ID-131562a7,16,16,15,1,0,16,16,0,0
POI-ID-5b4dfb10,75,75,58,13,4,57,57,0,0
POI-ID-6ccb26ea,54,54,34,10,10,25,25,0,0
POI-ID-5ba1b185,16,16,15,1,0,15,15,0,0
POI-ID-2b136d78,25,25,22,3,0,22,22,0,0
POI-ID-f736446c,6,6,5,1,0,5,5,0,0
POI-ID-72c5ee32,2,2,2,0,0,2,2,0,0
POI-ID-f342f692,13,13,10,2,1,10,10,0,0
POI-ID-ab14868f,1,1,1,0,0,1,1,0,0
POI-ID-2ba33422,57,57,44,10,3,44,44,0,0
POI-ID-6dee5b0e,16,16,16,0,0,16,16,0,0
POI-ID-d0c17453,3,3,2,1,0,3,3,0,0
POI-ID-24c18079,4,4,4,0,0,4,4,0,0
POI-ID-784e1897,9,9,6,3,0,6,6,0,0
POI-ID-4d9c4bf6,10,10,10,0,0,10,10,0,0
POI-ID-91834a89,13,13,12,1,0,12,12,0,0
POI-ID-fa340141,49,49,40,7,2,38,38,0,0
POI-ID-a2fdc126,21,21,17,2,2,14,14,0,0
POI-ID-a611c046,12,12,11,1,0,11,11,0,0
POI-ID-802274cb,9,9,9,0,0,9,9,0,0
POI-ID-f9e49a38,6,6,4,1,1,3,3,0,0
POI-ID-4d4978c9,47,47,41,5,1,41,41,0,0
POI-ID-28d88a1a,7,7,7,0,0,7,7,0,0
POI-ID-02aa0bee,12,12,10,2,0,10,10,0,0
POI-ID-83074968,1,1,1,0,0,1,1,0,0
POI-ID-9d227b10,8,8,6,2,0,7,7,0,0
POI-ID-e0db93ed,7,7,5,1,1,4,4,0,0
POI-ID-e3f878e3,5,5,4,1,0,4,4,0,0
POI-ID-80190355,13,13,7,3,3,2,2,0,0
POI-ID-e4cd9bb3,2,2,2,0,0,2,2,0,0
POI-ID-eb79f0ee,3,3,1,1,1,1,1,0,0
POI-ID-85692f5f,12,12,12,0,0,12,12,0,0
POI-ID-a8d033b6,1,1,1,0,0,1,1,0,0
POI-ID-beb8fe60,1,1,1,0,0,1,1,0,0
POI-ID-3037a2c4,2,2,2,0,0,2,2,0,0
POI-ID-da361fa1,24,24,14,6,4,12,12,0,0
POI-ID-13bcb168,6,6,4,1,1,3,3,0,0
POI-ID-1f2b2dce,265,265,198,50,17,189,189,0,0
POI-ID-c357ef14,19,19,15,3,1,15,15,0,0
POI-ID-dbce84a2,7,7,6,0,1,6,6,0,0
POI-ID-e680f82d,9,9,8,1,0,8,8,0,0
POI-ID-b5a19c0e,15,15,9,4,2,1,1,0,0
POI-ID-896458c3,14,14,7,4,3,5,5,0,0
POI-ID-5c29b3af,1,1,1,0,0,1,1,0,0
POI-ID-97f11ba1,1,1,1,0,0,1,1,0,0
POI-ID-e11014e9,3,3,3,0,0,3,3,0,0
POI-ID-75772820,5,5,3,1,1,2,2,0,0
POI-ID-34b86808,53,53,41,8,4,37,37,0,0
POI-ID-b4de4ba8,11,11,9,2,0,9,9,0,0
POI-ID-223cfe19,66,66,40,19,7,8,8,0,0
POI-ID-74e78594,2,2,1,1,0,1,1,0,0
POI-ID-99ced500,64,64,42,14,8,34,34,0,0
POI-ID-35417432,15,15,9,4,2,4,4,0,0
POI-ID-c5b4d6fc,2,2,2,0,0,2,2,0,0
POI-ID-97b4f565,15,15,9,4,2,2,2,0,0
POI-ID-1a027d7b,67,67,53,9,5,47,47,0,0
POI-ID-63769ff0,48,48,30,11,7,19,19,0,0
POI-ID-ac4d8e53,25,25,22,3,0,22,22,0,0
POI-ID-a06c837d,9,9,9,0,0,9,9,0,0
POI-ID-c662ff02,5,5,3,1,1,1,1,0,0
POI-ID-758fb4bf,3,3,2,1,0,2,2,0,0
POI-ID-9928e0b0,85,85,58,20,7,55,55,0,0
POI-ID-83ffd1ab,23,23,19,3,1,20,20,0,0
POI-ID-d2b6e006,24,24,19,3,2,19,19,0,0
POI-ID-e3d76de3,6,6,5,1,0,5,5,0,0
POI-ID-08bb8447,11,11,8,2,1,8,8,0,0
POI-ID-6ed3448b,104,104,77,18,9,66,66,0,0
POI-ID-b78d0480,116,116,74,23,19,45,45,0,0
POI-ID-400402e7,2,2,2,0,0,2,2,0,0
POI-ID-f546aec8,7,7,6,0,1,6,6,0,0
POI-ID-74051894,3,3,2,1,0,2,2,0,0
POI-ID-15ff8d56,73,73,53,14,6,53,53,0,0
POI-ID-e0651c1a,8,8,5,2,1,5,5,0,0
POI-ID-74275eec,89,89,66,17,6,62,62,0,0
POI-ID-2f91cddf,5,5,3,2,0,3,3,0,0
POI-ID-c220a686,1,1,1,0,0,1,1,0,0
POI-ID-a4da5498,2,2,1,1,0,1,1,0,0
POI-ID-becc78d0,2,2,2,0,0,2,2,0,0
POI-ID-fb7dd982,12,12,7,3,2,2,2,0,0
POI-ID-32cedcad,2,2,2,0,0,2,2,0,0
POI-ID-81dc5fff,82,82,69,11,2,69,69,0,0
POI-ID-09464237,1,1,1,0,0,1,1,0,0
POI-ID-ddca5f8d,3,3,3,0,0,3,3,0,0
POI-ID-6ceb990c,42,42,33,7,2,34,34,0,0
POI-ID-a9ac63b3,12,12,10,2,0,10,10,0,0
POI-ID-a8c7d7ea,68,68,55,9,4,55,55,0,0
POI-ID-289ece90,6,6,4,2,0,4,4,0,0
POI-ID-45551731,3,3,2,1,0,2,2,0,0
POI-ID-6bbd320d,1,1,1,0,0,1,1,0,0
POI-ID-dc164c4e,1,1,1,0,0,1,1,0,0
POI-ID-cf96dff9,6,6,6,0,0,6,6,0,0
POI-ID-d44c63c8,2,2,1,1,0,1,1,0,0
POI-ID-ef78df63,11,11,9,1,1,8,8,0,0
POI-ID-d12083db,13,13,13,0,0,13,13,0,0
POI-ID-aec1be19,1,1,1,0,0,1,1,0,0
POI-ID-6d2f8889,1,1,1,0,0,1,1,0,0
POI-ID-644bd4db,2,2,2,0,0,2,2,0,0
POI-ID-621a389e,1,1,1,0,0,1,1,0,0
POI-ID-022f3a02,2,2,2,0,0,2,2,0,0
POI-ID-277d74d1,35,35,31,3,1,32,32,0,0
POI-ID-22af86f5,10,10,8,1,1,7,7,0,0
POI-ID-0845b111,7,7,4,2,1,1,1,0,0
POI-ID-dfdfa6f7,10,10,6,3,1,1,1,0,0
POI-ID-d1f0a648,6,6,4,1,1,2,2,0,0
POI-ID-a428187b,4,4,2,1,1,2,2,0,0
POI-ID-b87555fb,7,7,7,0,0,7,7,0,0
POI-ID-224af024,1,1,1,0,0,1,1,0,0
POI-ID-49b22f02,6,6,3,2,1,3,3,0,0
POI-ID-f8451e71,33,33,19,9,5,1,1,0,0
POI-ID-dd68e7bc,22,22,13,6,3,1,1,0,0
POI-ID-0d4d6e18,33,33,21,7,5,12,12,0,0
POI-ID-cf994cf2,89,89,62,15,12,48,48,0,0
POI-ID-3f649572,1,1,1,0,0,1,1,0,0
POI-ID-fe59f1bf,2,2,1,0,1,2,2,0,0
POI-ID-32a88962,1,1,1,0,0,1,1,0,0
POI-ID-2944b2de,2,2,2,0,0,2,2,0,0
POI-ID-9db1745f,12,12,10,2,0,10,10,0,0
POI-ID-2914d63a,6,6,4,1,1,4,4,0,0
POI-ID-a88e76ba,1,1,1,0,0,1,1,0,0
POI-ID-9867618b,7,7,7,0,0,7,7,0,0
POI-ID-2a262ea5,52,52,41,8,3,33,33,0,0
POI-ID-d79cba91,210,210,124,56,30,17,17,0,0
POI-ID-de3eeb8b,10,10,10,0,0,10,10,0,0
POI-ID-b14f1d71,185,185,107,49,29,26,26,0,0
POI-ID-8e081c76,5,5,3,1,1,2,2,0,0
POI-ID-b97b470b,62,62,37,15,10,12,12,0,0
POI-ID-348d8452,23,23,21,2,0,21,21,0,0
POI-ID-16582f9f,21,21,19,1,1,19,19,0,0
POI-ID-deb0cb3f,79,79,47,19,13,16,16,0,0
POI-ID-d25f2ee7,24,24,24,0,0,24,24,0,0
POI-ID-5cb320ac,85,85,67,15,3,65,65,0,0
POI-ID-fa75a780,15,15,8,5,2,5,5,0,0
POI-ID-beedf032,75,75,44,18,13,14,14,0,0
POI-ID-5fd6ed31,6,6,6,0,0,6,6,0,0
POI-ID-03be0ee0,43,43,37,5,1,34,34,0,0
POI-ID-091f9a83,10,10,9,1,0,9,9,0,0
POI-ID-051a2f75,5,5,3,1,1,1,1,0,0
POI-ID-48efef36,56,56,41,9,6,29,29,0,0
POI-ID-409a7069,2,1,1,0,0,2,1,-1,-1
POI-ID-01b79d7a,207,207,150,41,16,142,142,0,0
